incident,application,region,prod_line,opened,app_category,priority,urgency,impact,Closed,sup_grp,grp_level,resolved,res_category,cust_time,pend_time,call_log,chat_log
INC000018105955,APP0005006,R1007,PL1001,2018-03-02 4:12,Software,Priority 3,High,Limited,2018-03-16 0:13,SG1145,Level 2,2018-03-05 4:02,Application Defect (SDLC activities),258571,0,,
INC000018582188,APP000010016841,R1001,PL1002,2018-06-12 6:14,Software,Priority 4,Low,Limited,2018-06-23 0:08,SG1123,Level 1,2018-06-12 6:51,Configuration Error,2238,0,,
INC000018992919,APP000010007299,R1016,PL1001,2018-09-05 11:02,Software,Priority 3,High,Limited,2018-09-17 0:01,SG1141,Level 2,2018-09-06 2:32,Configuration Error,55815,0,,
INC000019174568,APP000010022869,R1001,PL1001,2018-10-11 22:07,Software,Priority 3,High,Limited,2018-10-26 0:07,SG1033,Level 2,2018-10-15 5:17,Data Issue,284976,643,,
INC000019067465,APP000010027318,R1016,PL1002,2018-09-20 4:35,Software,Priority 3,High,Limited,2018-10-13 0:02,SG1029,Level 2,2018-10-02 5:46,Data Issue,1041057,55974,,
INC000018763587,APP000010030056,R1001,PL1002,2018-07-19 0:19,Software,Priority 4,Low,Limited,2018-07-30 0:03,SG1123,Level 1,2018-07-19 0:25,User knowledge or training error,381,0,,
INC000018898343,APP000010007299,R1016,PL1001,2018-08-16 9:58,Software,Priority 4,Low,Limited,2018-08-28 0:07,SG1141,Level 2,2018-08-17 9:46,Data Issue,85652,0,,
INC000018979488,APP000010028855,R1016,PL1001,2018-09-03 7:44,Software,Priority 3,High,Limited,2018-09-23 0:04,SG1140,Level 2,2018-09-12 4:19,Data Issue,765299,0,,
INC000018467655,APP0005184,R1024,PL1001,2018-05-21 9:03,Software,Priority 3,High,Limited,2018-06-05 0:20,SG1177,Level 2,2018-05-25 3:21,Data Issue,325048,0,,
INC000018789567,APP000010024042,R1007,PL1001,2018-07-24 18:38,Software,Priority 3,High,Limited,2018-08-11 0:03,SG1018,Level 2,2018-07-31 12:37,Software Bug (vendor),583113,350537,,
INC000018040036,APP000010007552,R1028,PL1001,2018-02-15 7:39,Software,Priority 4,Medium,Limited,2018-02-27 0:00,SG1103,Level 2,2018-02-16 4:23,Job Failure,74602,0,,
INC000017848254,APP000010027325,R1007,PL1002,2018-01-05 9:05,Software,Priority 3,High,Limited,2018-01-20 0:12,SG1148,Level 2,2018-01-09 5:50,Software Bug (vendor),333891,93909,,
INC000019389660,APP000010028753,R1028,PL1001,2018-11-26 15:36,Software,Priority 3,High,Limited,2018-12-17 0:05,SG1072,Level 2,2018-12-06 11:39,Data Issue,849757,0,,
INC000019084904,APP000010024042,R1007,PL1001,2018-09-24 9:31,Software,Priority 4,Low,Limited,2018-10-05 0:09,SG1123,Level 1,2018-09-24 10:01,Change Implementation,1776,0,,8.31E+17
INC000018411511,APP0004737,R1024,PL1002,2018-05-09 10:47,Software,Priority 4,Medium,Limited,2018-05-29 0:03,SG1154,Level 2,2018-05-18 12:36,Change Implementation,784115,31302,,
INC000019597082,APP000010013170,R1007,PL1002,2019-01-10 8:59,Software,Priority 4,Low,Limited,2019-01-21 0:06,SG1123,Level 1,2019-01-10 9:07,User knowledge or training error,477,0,,8.31E+17
INC000017997247,APP000010027488,R1001,PL1001,2018-02-05 20:59,Software,Priority 3,High,Limited,2018-03-11 0:07,SG1034,Level 2,2018-02-28 10:21,Data Issue,1948877,625129,,
INC000019019483,APP000010007300,R1016,PL1001,2018-09-11 2:42,Software,Priority 4,Low,Limited,2018-09-22 0:06,SG1111,Level 1,2018-09-11 12:23,Data Issue,34813,0,,8.31E+17
INC000018239555,APP0020188,R1001,PL1001,2018-04-02 20:29,Software,Priority 4,Low,Limited,2018-04-21 0:05,SG1226,Level 2,2018-04-10 3:07,Data Issue,628663,333974,,
INC000017930650,APP000010021404,R1016,PL1001,2018-01-22 20:17,Software,Priority 4,Medium,Limited,2018-02-04 0:04,SG1052,Level 2,2018-01-24 2:17,User Access / Permission,108004,0,,
INC000019143299,APP000010026350,R1007,PL1002,2018-10-05 8:55,Software,Priority 3,High,Limited,2018-10-23 0:08,SG1152,Level 2,2018-10-12 9:14,Data Issue,605910,0,,
INC000018743218,APP000010016112,R1028,PL1001,2018-07-15 20:36,Software,Priority 3,High,Limited,2018-07-27 0:09,SG1112,Level 2,2018-07-16 22:43,Data Issue,94032,0,,
INC000018312741,APP000010024042,R1007,PL1001,2018-04-18 8:55,Software,Priority 3,High,Limited,2018-05-04 0:08,SG1018,Level 2,2018-04-23 7:01,User knowledge or training error,425134,336181,,
INC000019024395,APP000010007552,R1028,PL1001,2018-09-11 16:47,Software,Priority 4,Low,Limited,2018-09-24 0:02,SG1073,Level 2,2018-09-13 12:19,Data Issue,156750,30385,,
INC000019124882,APP000010027325,R1007,PL1002,2018-10-02 3:52,Software,Priority 3,High,Limited,2018-10-14 0:07,SG1148,Level 2,2018-10-03 6:00,Incident Opened in Error / Not serviced,94074,0,,
INC000018081496,APP000010020080,R1016,PL1001,2018-02-26 4:20,Software,Priority 4,Low,Limited,2018-03-09 0:19,SG1123,Level 1,2018-02-26 5:05,User Access / Permission,2684,0,,8.31E+17
INC000017954444,APP000010024042,R1007,PL1001,2018-01-27 9:30,Software,Priority 3,High,Limited,2018-02-07 0:05,SG1225,Level 2,2018-01-27 10:00,Data Issue,1835,0,,
INC000018177973,APP000010013170,R1007,PL1002,2018-03-19 9:28,Software,Priority 4,Low,Limited,2018-03-30 0:13,SG1123,Level 1,2018-03-19 9:37,User Access / Permission,537,0,,
INC000019632265,APP000010023266,R1001,PL1001,2019-01-17 2:36,Software,Priority 4,Low,Limited,2019-01-31 0:04,SG1073,Level 2,2019-01-20 20:51,User Access / Permission,324909,2480,,8.31E+17
INC000017997240,APP000010027488,R1001,PL1001,2018-02-05 20:56,Software,Priority 3,High,Limited,2018-03-09 0:10,SG1034,Level 2,2018-02-26 6:04,Data Issue,1760904,443940,,
INC000019688450,APP000010027175,R1028,PL1001,2019-01-29 8:11,Software,Priority 4,Low,Limited,2019-02-09 0:09,SG1056,Level 2,2019-01-29 9:09,User Access / Permission,3529,0,,
INC000018831101,APP000010029346,R1001,PL1001,2018-08-02 4:15,Software,Priority 3,High,Limited,2018-08-21 0:07,SG1034,Level 2,2018-08-10 8:51,Data Issue,707754,0,,
INC000018092024,APP0020188,R1001,PL1001,2018-02-27 17:30,Software,Priority 4,Low,Limited,2018-03-10 0:11,SG1123,Level 1,2018-02-27 22:08,Configuration Error,16715,0,,
INC000018182559,APP000010007299,R1016,PL1001,2018-03-20 5:32,Software,Priority 3,High,Limited,2018-04-01 0:11,SG1141,Level 2,2018-03-21 1:31,Physical environmental failure,71939,0,,
INC000018957251,APP000010026365,R1028,PL1001,2018-08-29 2:53,Software,Priority 4,Medium,Limited,2018-09-11 0:01,SG1116,Level 3,2018-08-31 3:01,Data Issue,173305,0,,
INC000018851319,APP000010016112,R1028,PL1001,2018-08-07 2:33,Software,Priority 3,High,Limited,2018-08-19 0:07,SG1112,Level 2,2018-08-08 0:56,Data Issue,80580,0,,
INC000018196196,APP000010024042,R1007,PL1001,2018-03-22 13:14,Software,Priority 3,High,Limited,2018-04-07 0:07,SG1018,Level 2,2018-03-27 1:12,User Access / Permission,388731,342772,,
INC000019068295,APP000010007552,R1028,PL1001,2018-09-20 6:56,Software,Priority 4,Low,Limited,2018-10-02 0:02,SG1073,Level 2,2018-09-21 3:28,Job Failure,73916,0,,
INC000018947167,APP000010028753,R1028,PL1001,2018-08-27 11:11,Software,Priority 3,High,Limited,2018-09-17 0:04,SG1115,Level 3,2018-09-06 8:24,Data Issue,854011,550863,,
INC000018758373,APP000010020282,R1028,PL1001,2018-07-18 3:55,Software,Priority 3,High,Limited,2018-07-31 0:01,SG1202,Level 2,2018-07-20 3:45,Job Failure,172201,0,,
INC000018506859,APP000010024042,R1007,PL1001,2018-05-29 6:45,Software,Priority 3,High,Limited,2018-06-19 0:17,SG1018,Level 2,2018-06-08 10:16,Data Issue,876686,0,,
INC000018972280,APP000010027900,R1028,PL1001,2018-08-31 11:54,Software,Priority 3,High,Limited,2018-09-11 0:07,SG1112,Level 2,2018-08-31 12:23,Job Failure,1736,0,,
INC000018908533,APP0004747,R1028,PL1002,2018-08-19 9:46,Software,Priority 4,Low,Limited,2018-09-11 0:05,SG1161,Level 2,2018-08-31 1:56,Incident Opened in Error / Not serviced,1008589,0,,
INC000018381756,APP000010007299,R1016,PL1001,2018-05-03 6:03,Software,Priority 4,Low,Limited,2018-05-17 0:01,SG1141,Level 2,2018-05-06 8:46,Job Failure,268972,0,,
INC000019068551,APP000010006077,R1016,PL1001,2018-09-20 7:58,Software,Priority 4,Medium,Limited,2018-10-02 0:08,SG1062,Level 2,2018-09-21 7:22,Connectivity,84265,0,,
INC000019057768,APP000010007300,R1016,PL1001,2018-09-18 12:30,Software,Priority 4,Low,Limited,2018-10-01 0:09,SG1111,Level 1,2018-09-20 0:59,User Access / Permission,131334,0,,8.31E+17
INC000017972514,APP000010027175,R1028,PL1001,2018-01-31 6:39,Software,Priority 4,Medium,Limited,2018-02-12 0:08,SG1116,Level 3,2018-02-01 4:41,Application Defect (SDLC activities),79320,0,,
INC000017874678,APP0020188,R1001,PL1001,2018-01-10 17:20,Software,Priority 4,Low,Limited,2018-01-27 0:16,SG1226,Level 2,2018-01-16 2:31,Data Issue,465013,329402,,
INC000018963561,APP000010007299,R1016,PL1001,2018-08-30 3:10,Software,Priority 4,Low,Limited,2018-09-14 0:05,SG1141,Level 2,2018-09-03 5:29,Data Issue,353924,0,,
INC000019280559,APP000010021404,R1016,PL1001,2018-11-02 12:39,Software,Priority 3,High,Limited,2018-11-18 0:03,SG1055,Level 1,2018-11-07 13:14,User knowledge or training error,437687,165724,,
INC000018479827,APP000010026365,R1028,PL1001,2018-05-23 3:41,Software,Priority 3,High,Limited,2018-06-03 0:02,SG1116,Level 3,2018-05-23 5:54,Data Issue,8010,0,,
INC000018783597,APP000010016112,R1028,PL1001,2018-07-23 21:46,Software,Priority 3,High,Limited,2018-08-05 0:08,SG1112,Level 2,2018-07-25 2:02,Data Issue,101770,0,,
INC000017834651,APP000010007552,R1028,PL1001,2018-01-03 5:40,Software,Priority 4,Medium,Limited,2018-01-16 0:06,SG1103,Level 2,2018-01-05 8:28,Data Issue,182875,0,,
INC000018565390,APP000010029495,R1024,PL1001,2018-06-08 6:44,Software,Priority 4,Low,Limited,2018-07-01 0:17,SG1205,Level 2,2018-06-20 9:15,User Access / Permission,1045907,492133,,8.31E+17
INC000018506843,APP000010007299,R1016,PL1001,2018-05-29 6:39,Software,Priority 3,High,Limited,2018-06-10 0:15,SG1141,Level 2,2018-05-30 1:04,Job Failure,66340,0,,
INC000018616304,APP000010020282,R1028,PL1001,2018-06-19 5:33,Software,Priority 3,High,Limited,2018-07-01 0:06,SG1202,Level 2,2018-06-20 6:09,Job Failure,88572,0,,
INC000018900636,APP000010007299,R1016,PL1001,2018-08-16 17:54,Software,Priority 3,High,Limited,2018-08-27 0:02,SG1123,Level 1,2018-08-16 18:21,User knowledge or training error,1654,0,,
INC000018877738,APP000010023266,R1001,PL1001,2018-08-13 3:29,Software,Priority 4,Low,Limited,2018-09-02 0:07,SG1035,Level 3,2018-08-22 15:19,Job Failure,820199,264361,,
INC000019161334,APP000010006077,R1016,PL1001,2018-10-09 16:26,Software,Priority 4,Low,Limited,2018-10-21 0:08,SG1056,Level 2,2018-10-10 20:33,User Access / Permission,101199,74268,,
INC000018899201,APP000010007300,R1016,PL1001,2018-08-16 12:09,Software,Priority 3,High,Limited,2018-08-31 0:09,SG1111,Level 1,2018-08-20 8:49,Data Issue,333582,0,,
INC000018088481,APP000010022869,R1001,PL1001,2018-02-27 6:15,Software,Priority 4,Low,Limited,2018-03-11 0:03,SG1033,Level 2,2018-02-28 8:37,Data Issue,94903,0,,
INC000018316363,APP000010007299,R1016,PL1001,2018-04-19 1:22,Software,Priority 3,High,Limited,2018-04-30 0:11,SG1141,Level 2,2018-04-19 1:37,Data Issue,877,0,,
INC000017900213,APP000010016112,R1028,PL1001,2018-01-16 6:32,Software,Priority 3,High,Limited,2018-01-29 0:13,SG1248,Level 2,2018-01-18 7:58,Interface or Middleware,177948,0,,
INC000018474183,APP000010007552,R1028,PL1001,2018-05-22 7:13,Software,Priority 4,Medium,Limited,2018-06-03 0:03,SG1114,Level 3,2018-05-23 1:04,Job Failure,64267,0,,
INC000019303950,APP000010022869,R1001,PL1001,2018-11-07 23:43,Software,Priority 3,High,Limited,2018-11-20 0:09,SG1033,Level 2,2018-11-09 1:51,Data Issue,94039,0,,
INC000018304669,APP000010027423,R1016,PL1001,2018-04-17 1:12,Software,Priority 4,Low,Limited,2018-05-28 0:02,SG1129,Level 2,2018-05-17 11:43,Data Issue,2629850,1358399,,
INC000018555097,APP000010028753,R1028,PL1001,2018-06-06 15:05,Software,Priority 4,Low,Limited,2018-07-07 0:09,SG1079,Level 2,2018-06-26 5:31,Data Issue,1693574,73984,,
INC000018722638,APP000010020282,R1028,PL1001,2018-07-11 2:09,Software,Priority 4,Low,Limited,2018-07-23 0:04,SG1040,Level 1,2018-07-12 3:51,Job Failure,92524,81630,,
INC000018827264,APP000010024042,R1007,PL1001,2018-08-01 11:35,Software,Priority 3,High,Limited,2018-08-18 0:08,SG1018,Level 2,2018-08-07 11:30,Data Issue,518055,345636,,
INC000018738026,APP000010027900,R1028,PL1001,2018-07-13 12:13,Software,Priority 3,High,Limited,2018-08-07 0:06,SG1112,Level 2,2018-07-27 9:47,Connectivity,1200855,0,,
INC000018977613,APP000010016112,R1028,PL1001,2018-09-03 2:30,Software,Priority 3,High,Limited,2018-09-15 0:00,SG1112,Level 2,2018-09-04 2:11,Data Issue,85261,0,,
INC000019003096,APP000010027488,R1001,PL1001,2018-09-06 20:39,Software,Priority 3,High,Limited,2018-09-18 0:04,SG1024,Level 2,2018-09-07 3:37,Job Failure,25093,2639,,
INC000018855325,APP000010007300,R1016,PL1001,2018-08-07 14:13,Software,Priority 3,High,Limited,2018-08-31 0:09,SG1111,Level 1,2018-08-20 8:51,Change Implementation,1103907,0,,
INC000018599614,APP000010029346,R1001,PL1001,2018-06-15 3:30,Software,Priority 3,High,Limited,2018-06-30 0:14,SG1034,Level 2,2018-06-19 3:04,Job Failure,344034,0,,
INC000019789708,APP0025086,R1016,PL1002,2019-02-20 2:11,Software,Priority 4,Low,Limited,2019-02-22 2:43,SG1087,Level 2,2019-02-22 2:43,Cancelled by user,174738,0,,8.31E+17
INC000018014342,APP000010021404,R1016,PL1001,2018-02-08 19:25,Software,Priority 3,High,Limited,2018-02-20 0:07,SG1052,Level 2,2018-02-09 6:20,User Access / Permission,39286,0,,
INC000018029941,APP000010026365,R1028,PL1001,2018-02-13 7:15,Software,Priority 3,High,Limited,2018-02-24 0:05,SG1116,Level 3,2018-02-13 7:30,Data Issue,889,0,,
INC000018831899,APP0005003,R1007,PL1001,2018-08-02 6:20,Software,Priority 4,Low,Limited,2018-08-13 0:02,SG1123,Level 1,2018-08-02 6:45,User Access / Permission,1506,0,,
INC000018823241,APP000010016112,R1028,PL1001,2018-07-31 20:48,Software,Priority 3,High,Limited,2018-08-13 0:09,SG1112,Level 2,2018-08-02 0:46,Data Issue,100670,0,,
INC000018200601,APP000010024042,R1007,PL1001,2018-03-23 11:24,Software,Priority 3,High,Limited,2018-04-24 0:06,SG1018,Level 2,2018-04-13 15:32,Data Issue,1829287,1088558,,
INC000017931440,APP000010007552,R1028,PL1001,2018-01-23 1:09,Software,Priority 4,Medium,Limited,2018-02-04 0:03,SG1103,Level 2,2018-01-24 9:25,Job Failure,116152,0,,
INC000018453783,APP000010022869,R1001,PL1001,2018-05-17 20:48,Software,Priority 3,High,Limited,2018-06-15 0:31,SG1033,Level 2,2018-06-04 3:11,User Access / Permission,1491806,10742,,
INC000018558568,APP000010027423,R1016,PL1001,2018-06-07 6:04,Software,Priority 3,High,Limited,2018-06-24 0:03,SG1129,Level 2,2018-06-13 8:55,Data Issue,528662,0,,
INC000018387151,APP000010022548,R1028,PL1001,2018-05-04 3:54,Software,Priority 3,High,Limited,2018-06-04 0:05,SG1079,Level 2,2018-05-24 0:05,Job Failure,1714259,0,,
INC000018208580,APP000010027175,R1028,PL1001,2018-03-26 11:31,Software,Priority 4,Low,Limited,2018-04-06 0:04,SG1044,Level 1,2018-03-26 14:16,User knowledge or training error,9855,0,,8.31E+17
INC000018323104,APP000010007299,R1016,PL1001,2018-04-20 5:57,Software,Priority 3,High,Limited,2018-05-04 0:09,SG1141,Level 2,2018-04-23 0:59,Physical environmental failure,241323,0,,
INC000018777183,APP000010020282,R1028,PL1001,2018-07-23 2:35,Software,Priority 4,Low,Limited,2018-08-03 0:06,SG1040,Level 1,2018-07-23 9:10,Interface or Middleware,23699,0,,
INC000017917873,APP000010027900,R1028,PL1001,2018-01-19 5:12,Software,Priority 3,High,Limited,2018-02-02 0:09,SG1049,Level 2,2018-01-22 3:07,Data Issue,251695,0,,
INC000017951995,APP000010007299,R1016,PL1001,2018-01-26 11:46,Software,Priority 3,High,Limited,2018-02-08 0:01,SG1141,Level 2,2018-01-28 21:04,Configuration Error,206280,0,,
INC000018402516,APP000010023266,R1001,PL1001,2018-05-08 4:32,Software,Priority 4,Low,Limited,2018-06-04 0:19,SG1034,Level 2,2018-05-24 8:37,Data Issue,1397102,266041,,
INC000018656169,APP000010007300,R1016,PL1001,2018-06-26 21:44,Software,Priority 4,Low,Limited,2018-07-17 0:08,SG1111,Level 1,2018-07-06 12:52,User Access / Permission,832090,492588,,
INC000018573861,APP000010022869,R1001,PL1001,2018-06-11 2:21,Software,Priority 3,High,Limited,2018-06-23 0:01,SG1033,Level 2,2018-06-12 22:16,Data Issue,158094,0,,
INC000018336104,APP000010021404,R1016,PL1001,2018-04-23 20:08,Software,Priority 3,High,Limited,2018-05-04 0:09,SG1112,Level 2,2018-04-23 21:14,Job Failure,3942,0,,
INC000017957637,APP000010026365,R1028,PL1001,2018-01-29 2:24,Software,Priority 3,High,Limited,2018-02-09 0:15,SG1116,Level 3,2018-01-29 2:37,User Access / Permission,780,0,,
INC000018902889,APP000010007299,R1016,PL1001,2018-08-17 5:52,Software,Priority 3,High,Limited,2018-08-28 0:02,SG1141,Level 2,2018-08-17 10:41,Data Issue,17348,0,,
INC000017916250,APP000010016112,R1028,PL1001,2018-01-18 20:39,Software,Priority 3,High,Limited,2018-02-02 0:11,SG1248,Level 2,2018-01-22 6:33,Data Issue,294874,0,,
INC000018770447,APP000010027900,R1028,PL1001,2018-07-20 5:22,Software,Priority 3,High,Limited,2018-08-07 0:02,SG1112,Level 2,2018-07-27 9:49,Job Failure,620831,0,,
INC000018029950,APP000010007552,R1028,PL1001,2018-02-13 7:16,Software,Priority 4,Low,Limited,2018-02-25 0:08,SG1103,Level 2,2018-02-14 3:11,Job Failure,71669,0,,
INC000019072540,APP000010022869,R1001,PL1001,2018-09-20 23:55,Software,Priority 3,High,Limited,2018-10-05 0:10,SG1033,Level 2,2018-09-24 22:15,Data Issue,339592,0,,
INC000018608294,APP000010027423,R1016,PL1001,2018-06-18 3:21,Software,Priority 3,High,Limited,2018-06-30 0:06,SG1129,Level 2,2018-06-19 3:22,Data Issue,86460,61708,,
INC000019563406,APP000010029507,R1001,PL1002,2019-01-04 0:35,Software,Priority 3,High,Limited,2019-01-15 0:07,SG1005,Level 2,2019-01-04 1:20,User Access / Permission,2710,0,,
INC000018851086,APP000010006077,R1016,PL1001,2018-08-07 1:35,Software,Priority 4,Low,Limited,2018-08-24 0:06,SG1131,Level 2,2018-08-13 5:31,User Access / Permission,532614,0,,
INC000018026301,APP000010022548,R1028,PL1001,2018-02-12 12:48,Software,Priority 3,High,Limited,2018-02-25 0:07,SG1214,Level 2,2018-02-14 12:28,Data Issue,171610,0,,
INC000017987233,APP000010028753,R1028,PL1001,2018-02-02 15:55,Software,Priority 2,High,Large,2018-02-20 0:10,SG1079,Level 2,2018-02-09 8:18,Software Incompatibility,577392,14,,
INC000018831599,APP000010020282,R1028,PL1001,2018-08-02 5:38,Software,Priority 4,Low,Limited,2018-08-14 0:08,SG1123,Level 1,2018-08-03 1:25,User Access / Permission,71220,65037,,
INC000018340692,APP000010016112,R1028,PL1001,2018-04-24 12:21,Software,Priority 3,High,Limited,2018-05-11 0:01,SG1112,Level 2,2018-04-30 3:48,Data Issue,487631,0,,
INC000019027046,APP000010007300,R1016,PL1001,2018-09-12 5:35,Software,Priority 3,High,Limited,2018-09-24 0:08,SG1041,Level 1,2018-09-13 2:33,Connectivity,75472,0,,
INC000018870053,APP000010022869,R1001,PL1001,2018-08-10 4:36,Software,Priority 4,Medium,Limited,2018-08-21 0:01,SG1033,Level 2,2018-08-10 8:20,Data Issue,13438,0,,
INC000019567904,APP000010027175,R1028,PL1001,2019-01-04 17:31,Software,Priority 4,Low,Limited,2019-01-15 0:05,SG1055,Level 1,2019-01-04 17:38,User Access / Permission,386,0,,
INC000019376407,APP000010029346,R1001,PL1001,2018-11-23 5:22,Software,Priority 4,Low,Limited,2018-12-04 0:06,SG1123,Level 1,2018-11-23 5:37,User knowledge or training error,914,0,,
INC000019020638,APP000010026365,R1028,PL1001,2018-09-11 6:25,Software,Priority 3,High,Limited,2018-10-06 0:05,SG1116,Level 3,2018-09-25 6:23,Data Issue,1209486,474723,,
INC000019350720,APP000010016112,R1028,PL1001,2018-11-18 23:01,Software,Priority 3,High,Limited,2018-12-01 0:11,SG1112,Level 2,2018-11-20 1:41,Data Issue,96017,0,,
INC000018290997,APP000010024042,R1007,PL1001,2018-04-13 5:58,Software,Priority 3,High,Limited,2018-04-28 0:07,SG1018,Level 2,2018-04-17 2:34,Data Issue,333372,79729,,
INC000019215726,APP000010022869,R1001,PL1001,2018-10-21 1:47,Software,Priority 4,Low,Limited,2018-11-01 0:05,SG1033,Level 2,2018-10-21 2:43,Data Issue,3379,0,,
INC000018681141,APP000010027423,R1016,PL1001,2018-07-02 11:18,Software,Priority 3,High,Limited,2018-08-18 0:05,SG1129,Level 2,2018-08-07 3:16,Job Failure,3081444,1587702,,
INC000018063950,APP000010029690,R1028,PL1002,2018-02-21 11:31,Software,Priority 3,High,Limited,2018-03-04 0:01,SG1161,Level 2,2018-02-21 18:18,Connectivity,24430,0,,
INC000019519987,APP000010006077,R1016,PL1001,2018-12-21 4:07,Software,Priority 4,Medium,Limited,2019-01-01 0:06,SG1062,Level 2,2018-12-21 8:01,Data Issue,14040,0,,
